Lines of Code,Cyclometic Complexity,Number Of Parameters,# Inner Invocations,# Outer Invocations,ATFD,FDP,LAA,MAXNESTING,NOAV,Feature Envy,Long Method
4,1,1,0,1,0,0,0,1,5,False,False
4,1,1,0,0,0,0,0,1,3,False,False
4,1,3,1,1,0,0,0,1,3,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,1,0,0,0,1,4,False,False
4,1,0,0,1,0,0,0,1,1,False,False
4,1,1,0,2,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,0,0,0,0,0,0,1,4,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,0,0,2,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,4,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,0,0,0,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,2,0,1,0,0,0,1,2,False,False
4,1,3,0,0,0,0,0,1,3,False,False
4,1,1,0,1,0,0,0,1,3,False,False
4,1,1,0,0,0,0,0,1,3,False,False
4,1,1,0,1,0,0,0,1,1,False,False
4,1,1,1,0,0,0,0,1,2,False,False
4,1,0,1,0,0,0,0,1,2,False,False
4,1,1,0,1,0,0,0,1,1,False,False
4,1,1,0,1,0,0,0,1,1,False,False
4,1,1,1,0,0,0,0,1,1,False,False
4,1,5,1,1,0,0,0,1,5,False,False
4,1,0,2,0,0,0,0,1,1,False,False
4,1,1,1,0,0,0,0,1,1,False,False
4,1,1,0,1,0,0,0,1,1,False,False
4,1,1,1,1,0,0,0,1,1,False,False
4,1,1,0,2,0,0,0,1,1,False,False
4,1,0,0,0,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,3,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,2,0,0,0,0,0,1,3,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,0,2,0,0,0,0,1,1,False,False
4,1,0,2,0,0,0,0,1,1,False,False
4,1,0,0,1,0,0,0,1,2,False,False
4,1,0,0,1,0,0,0,1,2,False,False
4,1,1,1,0,0,0,0,1,1,False,False
4,1,2,0,1,0,0,0,1,5,False,False
4,1,1,0,1,0,0,0,1,1,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,1,1,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,2,0,0,0,0,0,1,2,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,1,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,1,0,0,0,0,1,0,False,False
3,1,0,1,0,0,0,0,1,1,False,False
3,1,0,1,0,0,0,0,1,1,False,False
3,1,1,0,2,0,0,0,1,1,False,False
3,1,1,0,2,0,0,0,1,1,False,False
3,1,1,1,1,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,3,0,0,0,0,0,1,3,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,1,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,1,False,False
3,1,2,0,1,0,0,0,1,2,False,False
3,1,0,1,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,2,0,1,0,0,0,1,2,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,1,1,0,0,0,0,1,2,False,False
3,1,1,0,1,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,2,0,1,0,0,0,1,2,False,False
3,1,3,0,0,0,0,0,1,3,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,1,False,False
3,1,2,0,2,0,0,0,1,2,False,False
3,1,3,0,1,0,0,0,1,3,False,False
3,1,0,1,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,1,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,4,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,3,0,2,0,0,0,1,4,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,3,1,0,0,0,0,1,4,False,False
3,1,2,1,0,0,0,0,1,3,False,False
3,1,1,1,0,0,0,0,1,3,False,False
3,1,0,1,0,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,0,0,1,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,1,False,False
3,1,0,1,0,0,0,0,1,1,False,False
3,1,2,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,2,0,0,0,0,0,1,2,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,4,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,2,0,3,0,0,0,1,4,False,False
3,1,2,0,2,0,0,0,1,4,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,1,0,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,1,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,2,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,1,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,2,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,1,0,0,0,0,1,3,False,False
3,1,0,0,1,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,2,0,0,0,0,0,1,2,False,False
3,1,2,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,1,0,0,0,0,1,1,False,False
3,1,1,1,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,1,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,0,1,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,1,0,0,0,1,1,False,False
3,1,2,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,1,0,1,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,1,False,False
3,1,2,1,0,0,0,0,1,2,False,False
3,1,3,1,0,0,0,0,1,3,False,False
3,1,1,0,1,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,1,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,2,0,0,0,0,0,1,2,False,False
3,1,0,1,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,1,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,1,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,4,False,False
3,1,1,0,0,0,0,0,1,4,False,False
3,1,1,0,0,0,0,0,1,4,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,4,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,1,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,1,0,1,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,3,0,0,0,0,0,1,4,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,2,0,0,0,0,0,1,3,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,2,0,0,0,0,0,1,3,False,False
3,1,3,0,0,0,0,0,1,4,False,False
3,1,4,0,0,0,0,0,1,5,False,False
3,1,4,0,0,0,0,0,1,5,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,3,1,1,0,0,0,1,3,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,2,0,0,0,0,0,1,3,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,1,0,0,0,0,0,1,2,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,1,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,1,0,0,0,1,0,False,False
3,1,0,0,2,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,0,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,0,0,0,0,0,1,1,False,False
3,1,0,1,0,0,0,0,1,0,False,False
3,1,1,1,0,0,0,0,1,1,False,False
3,1,1,0,0,0,0,0,1,1,False,False
